split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B
test,0,11,5,The clever [wug] near the cabinets beside the desks,The clever [wugs] near the cabinet beside the desk,-11.34196949005127,-13.77946949005127,-15.28634262084961,-10.72384262084961,-14.978184700012207,-11.165684700012207
test,1,11,5,The clever [wugs] near the cabinet beside the desk,The clever [wug] near the cabinets beside the desks,-10.72384262084961,-15.28634262084961,-13.77946949005127,-11.34196949005127,-12.689040184020996,-10.814040184020996
test,0,11,5,The fierce [wug] by the sheds above the posts,The fierce [wugs] by the shed above the post,-6.162844181060791,-9.66284465789795,-6.980111122131348,-4.980111122131348,-4.257927894592285,-4.257927894592285
test,1,11,5,The fierce [wugs] by the shed above the post,The fierce [wug] by the sheds above the posts,-4.980111122131348,-6.980111122131348,-9.66284465789795,-6.162844181060791,-8.943915367126465,-5.568914890289307
test,0,11,5,The round [wug] between the mirrors atop the bushes,The round [wugs] between the mirror atop the bush,-4.215701580047607,-8.21570110321045,-6.085930347442627,-3.710930347442627,-4.7826056480407715,-3.1576056480407715
test,1,11,5,The round [wugs] between the mirror atop the bush,The round [wug] between the mirrors atop the bushes,-3.710930347442627,-6.085930347442627,-8.21570110321045,-4.215701580047607,-7.477668762207031,-3.3526687622070312
test,0,11,5,The tiny [wug] beside the braces under the panels,The tiny [wugs] beside the brace under the panel,-14.913817405700684,-16.476316452026367,-12.445125579833984,-11.257625579833984,-13.014615058898926,-12.327115058898926
test,1,11,5,The tiny [wugs] beside the brace under the panel,The tiny [wug] beside the braces under the panels,-11.257625579833984,-12.445125579833984,-16.476316452026367,-14.913817405700684,-15.744991302490234,-14.432491302490234
test,0,11,5,The round [wug] alongside the doors near the baskets,The round [wugs] alongside the door near the basket,-3.41969633102417,-5.79469633102417,-5.92857027053833,-2.67857027053833,-4.92588996887207,-3.6758899688720703
test,1,11,5,The round [wugs] alongside the door near the basket,The round [wug] alongside the doors near the baskets,-2.67857027053833,-5.92857027053833,-5.79469633102417,-3.41969633102417,-5.060352802276611,-3.0603528022766113
test,0,11,5,The curious [wug] above the hinges below the nails,The curious [wugs] above the hinge below the nail,-17.070266723632812,-18.445266723632812,-16.952350616455078,-15.202349662780762,-16.8278751373291,-15.140375137329102
test,1,11,5,The curious [wugs] above the hinge below the nail,The curious [wug] above the hinges below the nails,-15.202349662780762,-16.952350616455078,-18.445266723632812,-17.070266723632812,-17.697372436523438,-16.634872436523438
test,0,11,5,The spotted [wug] beside the sacks under the bins,The spotted [wugs] beside the sack under the bin,-4.071923732757568,-8.321924209594727,-6.49390172958374,-4.36890172958374,-4.405428409576416,-4.030428409576416
test,1,11,5,The spotted [wugs] beside the sack under the bin,The spotted [wug] beside the sacks under the bins,-4.36890172958374,-6.49390172958374,-8.321924209594727,-4.071923732757568,-7.2486653327941895,-3.4986653327941895
test,0,11,5,The fierce [wug] under the boards by the shelves,The fierce [wugs] under the board by the shelf,-6.767599582672119,-9.767600059509277,-8.160724639892578,-6.910724639892578,-8.402618408203125,-7.027617931365967
test,1,11,5,The fierce [wugs] under the board by the shelf,The fierce [wug] under the boards by the shelves,-6.910724639892578,-8.160724639892578,-9.767600059509277,-6.767599582672119,-9.031685829162598,-6.156685829162598
test,0,11,5,The wary [wug] near the sockets beside the wires,The wary [wugs] near the socket beside the wire,-6.891608715057373,-10.391609191894531,-6.786537170410156,-3.3490371704101562,-5.638465881347656,-3.5134661197662354
test,1,11,5,The wary [wugs] near the socket beside the wire,The wary [wug] near the sockets beside the wires,-3.3490371704101562,-6.786537170410156,-10.391609191894531,-6.891608715057373,-9.276652336120605,-6.5266523361206055
test,0,11,5,The gentle [wug] opposite the pillars alongside the wells,The gentle [wugs] opposite the pillar alongside the well,-13.750152587890625,-15.062652587890625,-15.751861572265625,-12.501861572265625,-14.494868278503418,-11.369868278503418
test,1,11,5,The gentle [wugs] opposite the pillar alongside the well,The gentle [wug] opposite the pillars alongside the wells,-12.501861572265625,-15.751861572265625,-15.062652587890625,-13.750152587890625,-14.613622665405273,-13.238622665405273
test,0,11,5,The clever [wug] under the beams by the braces,The clever [wugs] under the beam by the brace,-8.137784957885742,-11.325284957885742,-8.290658950805664,-7.415658950805664,-5.409444808959961,-6.221944808959961
test,1,11,5,The clever [wugs] under the beam by the brace,The clever [wug] under the beams by the braces,-7.415658950805664,-8.290658950805664,-11.325284957885742,-8.137784957885742,-10.459883689880371,-7.647384166717529
test,0,11,5,The restless [wug] opposite the fences alongside the lamps,The restless [wugs] opposite the fence alongside the lamp,-15.483081817626953,-17.733081817626953,-17.097684860229492,-14.628934860229492,-18.35626792907715,-17.38751792907715
test,1,11,5,The restless [wugs] opposite the fence alongside the lamp,The restless [wug] opposite the fences alongside the lamps,-14.628934860229492,-17.097684860229492,-17.733081817626953,-15.483081817626953,-16.52351188659668,-14.711010932922363
test,0,11,5,The lively [wug] beside the racks under the hooks,The lively [wugs] beside the rack under the hook,-5.565617561340332,-8.690617561340332,-7.5177998542785645,-4.8927998542785645,-5.114621639251709,-3.489621639251709
test,1,11,5,The lively [wugs] beside the rack under the hook,The lively [wug] beside the racks under the hooks,-4.8927998542785645,-7.5177998542785645,-8.690617561340332,-5.565617561340332,-7.9678730964660645,-5.2178730964660645
test,0,11,5,The curious [wug] by the baskets above the pillars,The curious [wugs] by the basket above the pillar,-8.630926132202148,-11.130926132202148,-10.254430770874023,-9.004430770874023,-10.754175186157227,-8.754175186157227
test,1,11,5,The curious [wugs] by the basket above the pillar,The curious [wug] by the baskets above the pillars,-9.004430770874023,-10.254430770874023,-11.130926132202148,-8.630926132202148,-10.632423400878906,-8.382423400878906
test,0,11,5,The bold [wug] near the baskets beside the pillars,The bold [wugs] near the basket beside the pillar,-4.814657211303711,-6.439657211303711,-7.799066066741943,-4.674066066741943,-7.169273376464844,-3.4192733764648438
test,1,11,5,The bold [wugs] near the basket beside the pillar,The bold [wug] near the baskets beside the pillars,-4.674066066741943,-7.799066066741943,-6.439657211303711,-4.814657211303711,-5.971198081970215,-4.346198081970215
test,0,11,5,The round [wug] between the pens atop the bulbs,The round [wugs] between the pen atop the bulb,-18.59221649169922,-19.77971649169922,-17.790645599365234,-17.165645599365234,-17.77210807800293,-16.61585807800293
test,1,11,5,The round [wugs] between the pen atop the bulb,The round [wug] between the pens atop the bulbs,-17.165645599365234,-17.790645599365234,-19.77971649169922,-18.59221649169922,-18.401039123535156,-17.494789123535156
test,0,11,5,The clever [wug] opposite the sacks alongside the bins,The clever [wugs] opposite the sack alongside the bin,-12.060962677001953,-13.560962677001953,-16.417682647705078,-11.730182647705078,-15.235039710998535,-10.766289710998535
test,1,11,5,The clever [wugs] opposite the sack alongside the bin,The clever [wug] opposite the sacks alongside the bins,-11.730182647705078,-16.417682647705078,-13.560962677001953,-12.060962677001953,-12.917378425598145,-11.542378425598145
test,0,11,5,The strange [wug] opposite the banks alongside the locks,The strange [wugs] opposite the bank alongside the lock,-6.1580023765563965,-9.283002853393555,-6.709802150726318,-6.084802150726318,-6.332711219787598,-9.832711219787598
test,1,11,5,The strange [wugs] opposite the bank alongside the lock,The strange [wug] opposite the banks alongside the locks,-6.084802150726318,-6.709802150726318,-9.283002853393555,-6.1580023765563965,-8.796496391296387,-5.671496391296387
test,0,11,5,The tiny [wug] atop the jars opposite the trees,The tiny [wugs] atop the jar opposite the tree,-3.384169340133667,-7.509169578552246,-6.6495208740234375,-3.2745211124420166,-6.000498294830322,-3.6254982948303223
test,1,11,5,The tiny [wugs] atop the jar opposite the tree,The tiny [wug] atop the jars opposite the trees,-3.2745211124420166,-6.6495208740234375,-7.509169578552246,-3.384169340133667,-6.877802848815918,-3.127802848815918
test,0,11,5,The sturdy [wug] opposite the roots alongside the cliffs,The sturdy [wugs] opposite the root alongside the cliff,-12.577201843261719,-14.389701843261719,-12.437627792358398,-11.062627792358398,-12.864652633666992,-11.989652633666992
test,1,11,5,The sturdy [wugs] opposite the root alongside the cliff,The sturdy [wug] opposite the roots alongside the cliffs,-11.062627792358398,-12.437627792358398,-14.389701843261719,-12.577201843261719,-13.40192699432373,-11.52692699432373
test,0,11,5,The lively [wug] above the sheds below the posts,The lively [wugs] above the shed below the post,-14.590455055236816,-16.5279541015625,-15.486570358276367,-13.549070358276367,-13.09755802154541,-12.03505802154541
test,1,11,5,The lively [wugs] above the shed below the post,The lively [wug] above the sheds below the posts,-13.549070358276367,-15.486570358276367,-16.5279541015625,-14.590455055236816,-15.797355651855469,-13.922355651855469
test,0,11,5,The sturdy [wug] near the buckets beside the sacks,The sturdy [wugs] near the bucket beside the sack,-13.256623268127441,-15.131623268127441,-13.805061340332031,-13.117561340332031,-13.353882789611816,-14.072632789611816
test,1,11,5,The sturdy [wugs] near the bucket beside the sack,The sturdy [wug] near the buckets beside the sacks,-13.117561340332031,-13.805061340332031,-15.131623268127441,-13.256623268127441,-14.119316101074219,-12.369316101074219
test,0,11,5,The gentle [wug] near the bushes beside the tents,The gentle [wugs] near the bush beside the tent,-4.61488151550293,-8.48988151550293,-6.5668864250183105,-2.4418864250183105,-3.984020709991455,-2.234020709991455
test,1,11,5,The gentle [wugs] near the bush beside the tent,The gentle [wug] near the bushes beside the tents,-2.4418864250183105,-6.5668864250183105,-8.48988151550293,-4.61488151550293,-7.725470542907715,-3.475470542907715
test,0,11,5,The wary [wug] atop the sacks opposite the bins,The wary [wugs] atop the sack opposite the bin,-11.717270851135254,-14.654770851135254,-16.5405216217041,-11.321770668029785,-15.883152961730957,-12.351902961730957
test,1,11,5,The wary [wugs] atop the sack opposite the bin,The wary [wug] atop the sacks opposite the bins,-11.321770668029785,-16.5405216217041,-14.654770851135254,-11.717270851135254,-14.126903533935547,-11.439403533935547
test,0,11,5,The bold [wug] under the beams by the braces,The bold [wugs] under the beam by the brace,-15.575154304504395,-16.38765525817871,-15.354486465454102,-14.916986465454102,-14.771615028381348,-14.802865028381348
test,1,11,5,The bold [wugs] under the beam by the brace,The bold [wug] under the beams by the braces,-14.916986465454102,-15.354486465454102,-16.38765525817871,-15.575154304504395,-15.84599494934082,-15.09599494934082
test,0,11,5,The shy [wug] between the bushes atop the tents,The shy [wugs] between the bush atop the tent,-4.588407516479492,-8.463407516479492,-6.285358905792236,-5.035358905792236,-3.6331257820129395,-5.4456257820129395
test,1,11,5,The shy [wugs] between the bush atop the tent,The shy [wug] between the bushes atop the tents,-5.035358905792236,-6.285358905792236,-8.463407516479492,-4.588407516479492,-7.093439102172852,-2.8434393405914307
test,0,11,5,The spotted [wug] alongside the locks near the jars,The spotted [wugs] alongside the lock near the jar,-5.36085844039917,-7.48585844039917,-5.312713623046875,-4.437713623046875,-3.4506733417510986,-5.8256731033325195
test,1,11,5,The spotted [wugs] alongside the lock near the jar,The spotted [wug] alongside the locks near the jars,-4.437713623046875,-5.312713623046875,-7.48585844039917,-5.36085844039917,-6.570365905761719,-4.945365905761719
test,0,11,5,The lively [wug] opposite the wires alongside the ropes,The lively [wugs] opposite the wire alongside the rope,-5.078036785125732,-8.70303726196289,-7.440858364105225,-5.565858364105225,-7.0858635902404785,-5.5858635902404785
test,1,11,5,The lively [wugs] opposite the wire alongside the rope,The lively [wug] opposite the wires alongside the ropes,-5.565858364105225,-7.440858364105225,-8.70303726196289,-5.078036785125732,-8.454861640930176,-5.204861640930176
test,0,11,5,The shy [wug] above the wires below the ropes,The shy [wugs] above the wire below the rope,-14.19327449798584,-14.94327449798584,-17.005502700805664,-13.880502700805664,-16.693397521972656,-14.443397521972656
test,1,11,5,The shy [wugs] above the wire below the rope,The shy [wug] above the wires below the ropes,-13.880502700805664,-17.005502700805664,-14.94327449798584,-14.19327449798584,-13.883925437927246,-13.258925437927246
test,0,11,5,The lively [wug] between the buckets atop the sacks,The lively [wugs] between the bucket atop the sack,-4.701573848724365,-7.326573848724365,-5.661325454711914,-4.036325454711914,-5.114645004272461,-5.114645004272461
test,1,11,5,The lively [wugs] between the bucket atop the sack,The lively [wug] between the buckets atop the sacks,-4.036325454711914,-5.661325454711914,-7.326573848724365,-4.701573848724365,-6.269263744354248,-3.769263744354248
test,0,11,5,The strange [wug] near the bushes beside the tents,The strange [wugs] near the bush beside the tent,-3.8773725032806396,-8.752372741699219,-7.0098676681518555,-2.5098676681518555,-3.2809698581695557,-2.4059698581695557
test,1,11,5,The strange [wugs] near the bush beside the tent,The strange [wug] near the bushes beside the tents,-2.5098676681518555,-7.0098676681518555,-8.752372741699219,-3.8773725032806396,-8.162622451782227,-3.0376226902008057
test,0,11,5,The wary [wug] under the poles by the buckets,The wary [wugs] under the pole by the bucket,-6.3037028312683105,-10.178703308105469,-8.6796236038208,-6.554624080657959,-6.610569953918457,-4.423069953918457
test,1,11,5,The wary [wugs] under the pole by the bucket,The wary [wug] under the poles by the buckets,-6.554624080657959,-8.6796236038208,-10.178703308105469,-6.3037028312683105,-9.099316596984863,-5.849316120147705
test,0,11,5,The restless [wug] near the sheds beside the posts,The restless [wugs] near the shed beside the post,-5.8056440353393555,-10.243144035339355,-7.413557052612305,-4.913557052612305,-8.270201683044434,-9.207701683044434
test,1,11,5,The restless [wugs] near the shed beside the post,The restless [wug] near the sheds beside the posts,-4.913557052612305,-7.413557052612305,-10.243144035339355,-5.8056440353393555,-9.293387413024902,-5.230887413024902
test,0,11,5,The wary [wug] opposite the trees alongside the ponds,The wary [wugs] opposite the tree alongside the pond,-13.414227485656738,-17.789228439331055,-16.224584579467773,-15.16208553314209,-16.914722442626953,-15.97722339630127
test,1,11,5,The wary [wugs] opposite the tree alongside the pond,The wary [wug] opposite the trees alongside the ponds,-15.16208553314209,-16.224584579467773,-17.789228439331055,-13.414227485656738,-17.21767234802246,-12.686422348022461
test,0,11,5,The sturdy [wug] under the boards by the shelves,The sturdy [wugs] under the board by the shelf,-5.904115200042725,-8.279115676879883,-6.569980144500732,-5.069980144500732,-5.844399452209473,-4.219399452209473
test,1,11,5,The sturdy [wugs] under the board by the shelf,The sturdy [wug] under the boards by the shelves,-5.069980144500732,-6.569980144500732,-8.279115676879883,-5.904115200042725,-7.441789627075195,-4.941789627075195
test,0,11,5,The gentle [wug] between the bushes atop the tents,The gentle [wugs] between the bush atop the tent,-16.932994842529297,-18.432994842529297,-16.630699157714844,-15.69320011138916,-15.72851848602295,-14.47851848602295
test,1,11,5,The gentle [wugs] between the bush atop the tent,The gentle [wug] between the bushes atop the tents,-15.69320011138916,-16.630699157714844,-18.432994842529297,-16.932994842529297,-16.435270309448242,-15.435271263122559
test,0,11,5,The fierce [wug] near the beams beside the braces,The fierce [wugs] near the beam beside the brace,-6.046268463134766,-8.421268463134766,-6.715878486633301,-4.465878486633301,-4.639011383056641,-5.764011383056641
test,1,11,5,The fierce [wugs] near the beam beside the brace,The fierce [wug] near the beams beside the braces,-4.465878486633301,-6.715878486633301,-8.421268463134766,-6.046268463134766,-7.587719917297363,-5.462719917297363
test,0,11,5,The round [wug] above the trees below the ponds,The round [wugs] above the tree below the pond,-14.148313522338867,-17.960813522338867,-15.345344543457031,-13.532844543457031,-15.43698501586914,-13.81198501586914
test,1,11,5,The round [wugs] above the tree below the pond,The round [wug] above the trees below the ponds,-13.532844543457031,-15.345344543457031,-17.960813522338867,-14.148313522338867,-17.236223220825195,-13.298723220825195
test,0,11,5,The sturdy [wug] by the bridges above the gates,The sturdy [wugs] by the bridge above the gate,-7.032520771026611,-9.407520294189453,-7.40938663482666,-6.40938663482666,-4.728131294250488,-5.728131294250488
test,1,11,5,The sturdy [wugs] by the bridge above the gate,The sturdy [wug] by the bridges above the gates,-6.40938663482666,-7.40938663482666,-9.407520294189453,-7.032520771026611,-9.036764144897461,-6.786764621734619
test,0,11,5,The round [wug] alongside the ropes near the cords,The round [wugs] alongside the rope near the cord,-17.193012237548828,-17.818012237548828,-13.806951522827148,-13.306951522827148,-11.033620834350586,-11.471120834350586
test,1,11,5,The round [wugs] alongside the rope near the cord,The round [wug] alongside the ropes near the cords,-13.306951522827148,-13.806951522827148,-17.818012237548828,-17.193012237548828,-17.008092880249023,-16.758092880249023
test,0,11,5,The lively [wug] under the cabinets by the desks,The lively [wugs] under the cabinet by the desk,-14.242613792419434,-16.367612838745117,-18.939556121826172,-15.064557075500488,-18.424501419067383,-15.143251419067383
test,1,11,5,The lively [wugs] under the cabinet by the desk,The lively [wug] under the cabinets by the desks,-15.064557075500488,-18.939556121826172,-16.367612838745117,-14.242613792419434,-15.736413955688477,-13.861413955688477
test,0,11,5,The tiny [wug] near the sockets beside the wires,The tiny [wugs] near the socket beside the wire,-12.20399284362793,-13.64149284362793,-9.74991226196289,-7.937412261962891,-9.387639045715332,-8.387639045715332
test,1,11,5,The tiny [wugs] near the socket beside the wire,The tiny [wug] near the sockets beside the wires,-7.937412261962891,-9.74991226196289,-13.64149284362793,-12.20399284362793,-12.64724063873291,-11.64724063873291
test,0,11,5,The strange [wug] near the sockets beside the wires,The strange [wugs] near the socket beside the wire,-8.758838653564453,-11.571338653564453,-7.595183849334717,-4.720183849334717,-6.129385948181152,-4.879385948181152
test,1,11,5,The strange [wugs] near the socket beside the wire,The strange [wug] near the sockets beside the wires,-4.720183849334717,-7.595183849334717,-11.571338653564453,-8.758838653564453,-10.641213417053223,-8.016213417053223
test,0,11,5,The wary [wug] opposite the posts alongside the doors,The wary [wugs] opposite the post alongside the door,-7.016500949859619,-11.579001426696777,-9.58536148071289,-7.022861003875732,-8.484978675842285,-6.547479152679443
test,1,11,5,The wary [wugs] opposite the post alongside the door,The wary [wug] opposite the posts alongside the doors,-7.022861003875732,-9.58536148071289,-11.579001426696777,-7.016500949859619,-10.593755722045898,-6.281255722045898
test,0,11,5,The tiny [wug] near the baskets beside the pillars,The tiny [wugs] near the basket beside the pillar,-5.780068874359131,-8.655069351196289,-7.5301923751831055,-3.1551921367645264,-6.615039348602295,-1.865039587020874
test,1,11,5,The tiny [wugs] near the basket beside the pillar,The tiny [wug] near the baskets beside the pillars,-3.1551921367645264,-7.5301923751831055,-8.655069351196289,-5.780068874359131,-7.795690059661865,-5.420690059661865
test,0,11,5,The graceful [wug] opposite the tents alongside the poles,The graceful [wugs] opposite the tent alongside the pole,-4.722743988037109,-7.722743988037109,-5.917700290679932,-3.1677002906799316,-4.304824352264404,-2.9298243522644043
test,1,11,5,The graceful [wugs] opposite the tent alongside the pole,The graceful [wug] opposite the tents alongside the poles,-3.1677002906799316,-5.917700290679932,-7.722743988037109,-4.722743988037109,-6.691556453704834,-3.941556692123413
test,0,11,5,The tiny [wug] opposite the nails alongside the switches,The tiny [wugs] opposite the nail alongside the switch,-6.650345802307129,-8.275345802307129,-4.735656261444092,-2.735656261444092,-3.5337936878204346,-3.5337936878204346
test,1,11,5,The tiny [wugs] opposite the nail alongside the switch,The tiny [wug] opposite the nails alongside the switches,-2.735656261444092,-4.735656261444092,-8.275345802307129,-6.650345802307129,-7.91010856628418,-6.03510856628418
test,0,11,5,The wary [wug] beside the banks under the locks,The wary [wugs] beside the bank under the lock,-12.647171974182129,-15.147171974182129,-13.420526504516602,-12.608026504516602,-13.379152297973633,-11.441652297973633
test,1,11,5,The wary [wugs] beside the bank under the lock,The wary [wug] beside the banks under the locks,-12.608026504516602,-13.420526504516602,-15.147171974182129,-12.647171974182129,-14.405049324035645,-12.217549324035645
test,0,11,5,The wary [wug] alongside the knobs near the hinges,The wary [wugs] alongside the knob near the hinge,-19.911195755004883,-20.223695755004883,-19.16569709777832,-17.88444709777832,-19.19544219970703,-18.32044219970703
test,1,11,5,The wary [wugs] alongside the knob near the hinge,The wary [wug] alongside the knobs near the hinges,-17.88444709777832,-19.16569709777832,-20.223695755004883,-19.911195755004883,-19.693756103515625,-19.537506103515625
test,0,11,5,The clumsy [wug] beside the bulbs under the roots,The clumsy [wugs] beside the bulb under the root,-15.023696899414062,-15.648696899414062,-16.88416290283203,-13.571661949157715,-15.240315437316895,-12.740315437316895
test,1,11,5,The clumsy [wugs] beside the bulb under the root,The clumsy [wug] beside the bulbs under the roots,-13.571661949157715,-16.88416290283203,-15.648696899414062,-15.023696899414062,-14.680795669555664,-14.430795669555664
test,0,11,5,The tiny [wug] between the shelves atop the racks,The tiny [wugs] between the shelf atop the rack,-4.982219219207764,-7.732219219207764,-5.6826982498168945,-2.4326982498168945,-3.428447961807251,-2.553447961807251
test,1,11,5,The tiny [wugs] between the shelf atop the rack,The tiny [wug] between the shelves atop the racks,-2.4326982498168945,-5.6826982498168945,-7.732219219207764,-4.982219219207764,-7.117493629455566,-4.492493629455566
test,0,11,5,The restless [wug] under the ponds by the bridges,The restless [wugs] under the pond by the bridge,-17.567459106445312,-17.942459106445312,-19.441043853759766,-17.003543853759766,-19.159324645996094,-16.878074645996094
test,1,11,5,The restless [wugs] under the pond by the bridge,The restless [wug] under the ponds by the bridges,-17.003543853759766,-19.441043853759766,-17.942459106445312,-17.567459106445312,-17.133493423461914,-16.695993423461914
test,0,11,5,The restless [wug] near the buckets beside the sacks,The restless [wugs] near the bucket beside the sack,-15.23420524597168,-15.79670524597168,-17.00263786315918,-13.65888786315918,-14.286643028259277,-11.536643028259277
test,1,11,5,The restless [wugs] near the bucket beside the sack,The restless [wug] near the buckets beside the sacks,-13.65888786315918,-17.00263786315918,-15.79670524597168,-15.23420524597168,-14.27950668334961,-14.40450668334961
test,0,11,5,The gentle [wug] above the banks below the locks,The gentle [wugs] above the bank below the lock,-7.884729862213135,-11.197230339050293,-10.129344940185547,-9.879344940185547,-7.643951892852783,-11.206452369689941
test,1,11,5,The gentle [wugs] above the bank below the lock,The gentle [wug] above the banks below the locks,-9.879344940185547,-10.129344940185547,-11.197230339050293,-7.884729862213135,-10.761603355407715,-7.886602878570557
test,0,11,5,The round [wug] below the mirrors between the bushes,The round [wugs] below the mirror between the bush,-4.677793025970459,-8.677793502807617,-7.548070907592773,-6.048070907592773,-6.290017127990723,-3.6650171279907227
test,1,11,5,The round [wugs] below the mirror between the bush,The round [wug] below the mirrors between the bushes,-6.048070907592773,-7.548070907592773,-8.677793502807617,-4.677793025970459,-7.869321346282959,-4.369321346282959
test,0,11,5,The wary [wug] opposite the racks alongside the hooks,The wary [wugs] opposite the rack alongside the hook,-6.179869174957275,-9.867369651794434,-8.382387161254883,-5.757387161254883,-6.9236159324646,-5.0486159324646
test,1,11,5,The wary [wugs] opposite the rack alongside the hook,The wary [wug] opposite the racks alongside the hooks,-5.757387161254883,-8.382387161254883,-9.867369651794434,-6.179869174957275,-9.02619457244873,-5.838695049285889
test,0,11,5,The strange [wug] opposite the panels alongside the boards,The strange [wugs] opposite the panel alongside the board,-7.055019378662109,-8.68001937866211,-8.358725547790527,-5.858725070953369,-7.969057083129883,-6.469057083129883
test,1,11,5,The strange [wugs] opposite the panel alongside the board,The strange [wug] opposite the panels alongside the boards,-5.858725070953369,-8.358725547790527,-8.68001937866211,-7.055019378662109,-8.070680618286133,-6.570680141448975
test,0,11,5,The lively [wug] near the sockets beside the wires,The lively [wugs] near the socket beside the wire,-5.287994384765625,-8.662994384765625,-5.627508163452148,-2.3775079250335693,-4.542006492614746,-2.667006731033325
test,1,11,5,The lively [wugs] near the socket beside the wire,The lively [wug] near the sockets beside the wires,-2.3775079250335693,-5.627508163452148,-8.662994384765625,-5.287994384765625,-7.93535041809082,-4.93535041809082
test,0,11,5,The wary [wug] atop the pillars opposite the wells,The wary [wugs] atop the pillar opposite the well,-11.193864822387695,-13.693864822387695,-16.005884170532227,-10.568385124206543,-14.218008041381836,-10.343008041381836
test,1,11,5,The wary [wugs] atop the pillar opposite the well,The wary [wug] atop the pillars opposite the wells,-10.568385124206543,-16.005884170532227,-13.693864822387695,-11.193864822387695,-12.797075271606445,-10.609575271606445
test,0,11,5,The shy [wug] alongside the wells near the cabinets,The shy [wugs] alongside the well near the cabinet,-15.224382400512695,-17.536882400512695,-16.082822799682617,-15.270322799682617,-16.020679473876953,-16.239429473876953
test,1,11,5,The shy [wugs] alongside the well near the cabinet,The shy [wug] alongside the wells near the cabinets,-15.270322799682617,-16.082822799682617,-17.536882400512695,-15.224382400512695,-16.7005558013916,-14.700556755065918
test,0,11,5,The bold [wug] atop the desks opposite the sofas,The bold [wugs] atop the desk opposite the sofa,-3.374903917312622,-5.249903678894043,-4.571071624755859,-1.0710715055465698,-3.543639659881592,-2.168639659881592
test,1,11,5,The bold [wugs] atop the desk opposite the sofa,The bold [wug] atop the desks opposite the sofas,-1.0710715055465698,-4.571071624755859,-5.249903678894043,-3.374903917312622,-4.811429500579834,-2.936429738998413
test,0,11,5,The graceful [wug] by the lamps above the sheds,The graceful [wugs] by the lamp above the shed,-7.385875225067139,-11.07337474822998,-7.913468837738037,-5.913468837738037,-4.076148509979248,-3.201148509979248
test,1,11,5,The graceful [wugs] by the lamp above the shed,The graceful [wug] by the lamps above the sheds,-5.913468837738037,-7.913468837738037,-11.07337474822998,-7.385875225067139,-9.830670356750488,-7.01816987991333
test,0,11,5,The tiny [wug] between the mirrors atop the bushes,The tiny [wugs] between the mirror atop the bush,-14.056251525878906,-15.806251525878906,-15.165535926818848,-12.478035926818848,-14.291393280029297,-12.572643280029297
test,1,11,5,The tiny [wugs] between the mirror atop the bush,The tiny [wug] between the mirrors atop the bushes,-12.478035926818848,-15.165535926818848,-15.806251525878906,-14.056251525878906,-15.008502006530762,-13.571002006530762
test,0,11,5,The strange [wug] near the switches beside the sockets,The strange [wugs] near the switch beside the socket,-21.316858291625977,-22.254358291625977,-20.543487548828125,-19.480987548828125,-19.060123443603516,-17.810123443603516
test,1,11,5,The strange [wugs] near the switch beside the socket,The strange [wug] near the switches beside the sockets,-19.480987548828125,-20.543487548828125,-22.254358291625977,-21.316858291625977,-21.600757598876953,-20.569507598876953
test,0,11,5,The lively [wug] under the ponds by the bridges,The lively [wugs] under the pond by the bridge,-16.650209426879883,-17.900209426879883,-19.203115463256836,-17.078115463256836,-19.011186599731445,-18.011186599731445
test,1,11,5,The lively [wugs] under the pond by the bridge,The lively [wug] under the ponds by the bridges,-17.078115463256836,-19.203115463256836,-17.900209426879883,-16.650209426879883,-17.295927047729492,-16.170927047729492
test,0,11,5,The clumsy [wug] atop the shelves opposite the racks,The clumsy [wugs] atop the shelf opposite the rack,-3.451939344406128,-7.951939582824707,-7.056951522827148,-3.0569515228271484,-2.970794677734375,-3.595794677734375
test,1,11,5,The clumsy [wugs] atop the shelf opposite the rack,The clumsy [wug] atop the shelves opposite the racks,-3.0569515228271484,-7.056951522827148,-7.951939582824707,-3.451939344406128,-7.106009006500244,-2.856009006500244
test,0,11,5,The shy [wug] by the braces above the panels,The shy [wugs] by the brace above the panel,-7.5126051902771,-10.887604713439941,-8.273229598999023,-7.523229598999023,-6.270599365234375,-7.020599365234375
test,1,11,5,The shy [wugs] by the brace above the panel,The shy [wug] by the braces above the panels,-7.523229598999023,-8.273229598999023,-10.887604713439941,-7.5126051902771,-10.2709379196167,-7.020937919616699
test,0,11,5,The strange [wug] atop the slopes opposite the banks,The strange [wugs] atop the slope opposite the bank,-12.310477256774902,-14.872977256774902,-11.342888832092285,-9.405388832092285,-11.759871482849121,-10.259871482849121
test,1,11,5,The strange [wugs] atop the slope opposite the bank,The strange [wug] atop the slopes opposite the banks,-9.405388832092285,-11.342888832092285,-14.872977256774902,-12.310477256774902,-13.290257453918457,-10.852757453918457
test,0,11,5,The tiny [wug] alongside the bridges near the gates,The tiny [wugs] alongside the bridge near the gate,-17.315168380737305,-17.752668380737305,-18.04787254333496,-15.516622543334961,-16.866683959960938,-14.679183959960938
test,1,11,5,The tiny [wugs] alongside the bridge near the gate,The tiny [wug] alongside the bridges near the gates,-15.516622543334961,-18.04787254333496,-17.752668380737305,-17.315168380737305,-17.209270477294922,-16.896770477294922
