idx,target_type,attractors,target_num,condition,subject_word,target_word,base_sentence,good,bad,tok_len
2191,verb,2,pl,target_verb_num_pl_att2_sg,harriers,scale,The harriers alongside the bridge near the gate,The harriers alongside the bridge near the gate scale,The harriers alongside the bridge near the gate scales,10
2192,verb,2,pl,target_verb_num_pl_att2_sg,cranes,drink,The cranes by the shed above the barn,The cranes by the shed above the barn drink,The cranes by the shed above the barn drinks,10
2193,verb,2,sg,target_verb_num_sg_att2_pl,antelope,dives,The antelope atop the trees outside the cars,The antelope atop the trees outside the cars dives,The antelope atop the trees outside the cars dive,10
2194,verb,2,sg,target_verb_num_sg_att2_pl,lamb,walks,The lamb by the clocks above the vases,The lamb by the clocks above the vases walks,The lamb by the clocks above the vases walk,10
2195,verb,2,sg,target_verb_num_sg_att2_pl,owl,settles,The owl alongside the stoves near the cabinets,The owl alongside the stoves near the cabinets settles,The owl alongside the stoves near the cabinets settle,10
2196,verb,2,pl,target_verb_num_pl_att2_sg,mouses,stay,The mouses past the cottage under the garage,The mouses past the cottage under the garage stay,The mouses past the cottage under the garage stays,10
2197,verb,2,sg,target_verb_num_sg_att2_pl,perch,stretches,The perch alongside the milestones near the culverts,The perch alongside the milestones near the culverts stretches,The perch alongside the milestones near the culverts stretch,10
2198,verb,2,pl,target_verb_num_pl_att2_sg,termites,wheel,The termites near the garage behind the porch,The termites near the garage behind the porch wheel,The termites near the garage behind the porch wheels,10
2199,verb,2,sg,target_verb_num_sg_att2_pl,warbler,probes,The warbler beside the rocks past the lamps,The warbler beside the rocks past the lamps probes,The warbler beside the rocks past the lamps probe,10
2200,verb,2,sg,target_verb_num_sg_att2_pl,bobcat,rolls,The bobcat beside the ponds past the bridges,The bobcat beside the ponds past the bridges rolls,The bobcat beside the ponds past the bridges roll,10
2201,verb,2,pl,target_verb_num_pl_att2_sg,tigers,spin,The tigers past the bridge under the gate,The tigers past the bridge under the gate spin,The tigers past the bridge under the gate spins,10
2202,verb,2,pl,target_verb_num_pl_att2_sg,minks,float,The minks above the balcony below the staircase,The minks above the balcony below the staircase float,The minks above the balcony below the staircase floats,10
2203,verb,2,pl,target_verb_num_pl_att2_sg,termites,twist,The termites between the arch atop the tower,The termites between the arch atop the tower twist,The termites between the arch atop the tower twists,10
2204,verb,2,sg,target_verb_num_sg_att2_pl,bunting,tunnels,The bunting near the gates behind the fences,The bunting near the gates behind the fences tunnels,The bunting near the gates behind the fences tunnel,10
2205,verb,2,pl,target_verb_num_pl_att2_sg,snails,float,The snails by the crate above the basket,The snails by the crate above the basket float,The snails by the crate above the basket floats,10
2206,verb,2,pl,target_verb_num_pl_att2_sg,mules,stretch,The mules opposite the box alongside the wall,The mules opposite the box alongside the wall stretch,The mules opposite the box alongside the wall stretches,10
2207,verb,2,pl,target_verb_num_pl_att2_sg,ponys,stamp,The ponys above the pillar below the statue,The ponys above the pillar below the statue stamp,The ponys above the pillar below the statue stamps,10
2208,verb,2,pl,target_verb_num_pl_att2_sg,warblers,eat,The warblers by the well above the stove,The warblers by the well above the stove eat,The warblers by the well above the stove eats,10
2209,verb,2,sg,target_verb_num_sg_att2_pl,skink,reels,The skink beneath the cars around the boxes,The skink beneath the cars around the boxes reels,The skink beneath the cars around the boxes reel,10
2210,verb,2,pl,target_verb_num_pl_att2_sg,whales,wake,The whales beneath the toolshed around the greenhouse,The whales beneath the toolshed around the greenhouse wake,The whales beneath the toolshed around the greenhouse wakes,10
2211,verb,2,pl,target_verb_num_pl_att2_sg,ibiss,push,The ibiss between the window atop the door,The ibiss between the window atop the door push,The ibiss between the window atop the door pushes,10
2212,verb,2,pl,target_verb_num_pl_att2_sg,cougars,race,The cougars opposite the post alongside the window,The cougars opposite the post alongside the window race,The cougars opposite the post alongside the window races,10
2213,verb,2,sg,target_verb_num_sg_att2_pl,warbler,trails,The warbler below the carts beneath the benches,The warbler below the carts beneath the benches trails,The warbler below the carts beneath the benches trail,10
2214,verb,2,sg,target_verb_num_sg_att2_pl,mule,bounds,The mule behind the houses beside the ponds,The mule behind the houses beside the ponds bounds,The mule behind the houses beside the ponds bound,10
2215,verb,2,sg,target_verb_num_sg_att2_pl,buzzard,leans,The buzzard around the boxes between the walls,The buzzard around the boxes between the walls leans,The buzzard around the boxes between the walls lean,10
2216,verb,2,pl,target_verb_num_pl_att2_sg,bulls,surface,The bulls outside the toolshed opposite the greenhouse,The bulls outside the toolshed opposite the greenhouse surface,The bulls outside the toolshed opposite the greenhouse surfaces,10
2217,verb,2,sg,target_verb_num_sg_att2_pl,panda,remains,The panda past the barrels under the wagons,The panda past the barrels under the wagons remains,The panda past the barrels under the wagons remain,10
2218,verb,2,pl,target_verb_num_pl_att2_sg,mantiss,arise,The mantiss between the stove atop the cabinet,The mantiss between the stove atop the cabinet arise,The mantiss between the stove atop the cabinet arises,10
2219,verb,2,sg,target_verb_num_sg_att2_pl,jay,tunnels,The jay near the gates behind the fences,The jay near the gates behind the fences tunnels,The jay near the gates behind the fences tunnel,10
2220,verb,2,pl,target_verb_num_pl_att2_sg,colts,dream,The colts beneath the mailbox around the trough,The colts beneath the mailbox around the trough dream,The colts beneath the mailbox around the trough dreams,10
2221,verb,2,sg,target_verb_num_sg_att2_pl,goose,tunnels,The goose opposite the hives alongside the nests,The goose opposite the hives alongside the nests tunnels,The goose opposite the hives alongside the nests tunnel,10
2222,verb,2,sg,target_verb_num_sg_att2_pl,goat,settles,The goat alongside the stoves near the cabinets,The goat alongside the stoves near the cabinets settles,The goat alongside the stoves near the cabinets settle,10
2223,verb,2,sg,target_verb_num_sg_att2_pl,parrot,rushes,The parrot outside the benches opposite the posts,The parrot outside the benches opposite the posts rushes,The parrot outside the benches opposite the posts rush,10
2224,verb,2,pl,target_verb_num_pl_att2_sg,rooks,surface,The rooks alongside the barrel near the wagon,The rooks alongside the barrel near the wagon surface,The rooks alongside the barrel near the wagon surfaces,10
2225,verb,2,pl,target_verb_num_pl_att2_sg,llamas,pause,The llamas alongside the wall near the table,The llamas alongside the wall near the table pause,The llamas alongside the wall near the table pauses,10
2226,verb,2,pl,target_verb_num_pl_att2_sg,tahrs,dive,The tahrs opposite the pole alongside the sign,The tahrs opposite the pole alongside the sign dive,The tahrs opposite the pole alongside the sign dives,10
2227,verb,2,pl,target_verb_num_pl_att2_sg,basss,remain,The basss under the doorway by the threshold,The basss under the doorway by the threshold remain,The basss under the doorway by the threshold remains,10
2228,verb,2,sg,target_verb_num_sg_att2_pl,horse,circles,The horse around the ladders between the pillars,The horse around the ladders between the pillars circles,The horse around the ladders between the pillars circle,10
2229,verb,2,pl,target_verb_num_pl_att2_sg,puffins,dash,The puffins alongside the window near the door,The puffins alongside the window near the door dash,The puffins alongside the window near the door dashes,10
2230,verb,2,pl,target_verb_num_pl_att2_sg,cougars,probe,The cougars behind the clock beside the vase,The cougars behind the clock beside the vase probe,The cougars behind the clock beside the vase probes,10
2231,verb,2,pl,target_verb_num_pl_att2_sg,aphids,jump,The aphids beside the pole past the sign,The aphids beside the pole past the sign jump,The aphids beside the pole past the sign jumps,10
2232,verb,2,pl,target_verb_num_pl_att2_sg,voles,scratch,The voles outside the car opposite the box,The voles outside the car opposite the box scratch,The voles outside the car opposite the box scratches,10
2233,verb,2,pl,target_verb_num_pl_att2_sg,ibiss,coil,The ibiss outside the crate opposite the basket,The ibiss outside the crate opposite the basket coil,The ibiss outside the crate opposite the basket coils,10
2234,verb,2,pl,target_verb_num_pl_att2_sg,jays,stamp,The jays below the tree beneath the car,The jays below the tree beneath the car stamp,The jays below the tree beneath the car stamps,10
2235,verb,2,pl,target_verb_num_pl_att2_sg,gnus,dance,The gnus around the sofa between the stool,The gnus around the sofa between the stool dance,The gnus around the sofa between the stool dances,10
2236,verb,2,pl,target_verb_num_pl_att2_sg,penguins,dash,The penguins alongside the window near the door,The penguins alongside the window near the door dash,The penguins alongside the window near the door dashes,10
2237,verb,2,pl,target_verb_num_pl_att2_sg,starlings,curl,The starlings outside the cabin opposite the tent,The starlings outside the cabin opposite the tent curl,The starlings outside the cabin opposite the tent curls,10
2238,verb,2,pl,target_verb_num_pl_att2_sg,ticks,stretch,The ticks alongside the milestone near the culvert,The ticks alongside the milestone near the culvert stretch,The ticks alongside the milestone near the culvert stretches,10
2239,verb,2,pl,target_verb_num_pl_att2_sg,pelicans,dash,The pelicans alongside the window near the door,The pelicans alongside the window near the door dash,The pelicans alongside the window near the door dashes,10
2240,verb,2,pl,target_verb_num_pl_att2_sg,buntings,twist,The buntings atop the door outside the crate,The buntings atop the door outside the crate twist,The buntings atop the door outside the crate twists,10
2241,verb,2,pl,target_verb_num_pl_att2_sg,penguins,wheel,The penguins near the garage behind the porch,The penguins near the garage behind the porch wheel,The penguins near the garage behind the porch wheels,10
2242,verb,2,sg,target_verb_num_sg_att2_pl,bee,remains,The bee beside the tents past the cottages,The bee beside the tents past the cottages remains,The bee beside the tents past the cottages remain,10
2243,verb,2,pl,target_verb_num_pl_att2_sg,gooses,scale,The gooses outside the coop opposite the hive,The gooses outside the coop opposite the hive scale,The gooses outside the coop opposite the hive scales,10
2244,verb,2,pl,target_verb_num_pl_att2_sg,stingrays,tunnel,The stingrays near the gate behind the fence,The stingrays near the gate behind the fence tunnel,The stingrays near the gate behind the fence tunnels,10
2245,verb,2,sg,target_verb_num_sg_att2_pl,ant,dashes,The ant opposite the columns alongside the arches,The ant opposite the columns alongside the arches dashes,The ant opposite the columns alongside the arches dash,10
2246,verb,2,pl,target_verb_num_pl_att2_sg,cranes,dream,The cranes between the wall atop the table,The cranes between the wall atop the table dream,The cranes between the wall atop the table dreams,10
2247,verb,2,sg,target_verb_num_sg_att2_pl,duck,digs,The duck alongside the barns near the carts,The duck alongside the barns near the carts digs,The duck alongside the barns near the carts dig,10
2248,verb,2,pl,target_verb_num_pl_att2_sg,jackals,approach,The jackals behind the crate beside the basket,The jackals behind the crate beside the basket approach,The jackals behind the crate beside the basket approaches,10
2249,verb,2,sg,target_verb_num_sg_att2_pl,wolf,stretches,The wolf outside the hedges opposite the wells,The wolf outside the hedges opposite the wells stretches,The wolf outside the hedges opposite the wells stretch,10
2250,verb,2,pl,target_verb_num_pl_att2_sg,magpies,stride,The magpies by the ladder above the pillar,The magpies by the ladder above the pillar stride,The magpies by the ladder above the pillar strides,10
2251,verb,2,pl,target_verb_num_pl_att2_sg,rooks,eat,The rooks by the well above the stove,The rooks by the well above the stove eat,The rooks by the well above the stove eats,10
2252,verb,2,pl,target_verb_num_pl_att2_sg,buzzards,reel,The buzzards beneath the car around the box,The buzzards beneath the car around the box reel,The buzzards beneath the car around the box reels,10
2253,verb,2,sg,target_verb_num_sg_att2_pl,bison,nods,The bison by the fences above the rocks,The bison by the fences above the rocks nods,The bison by the fences above the rocks nod,10
2254,verb,2,sg,target_verb_num_sg_att2_pl,mink,settles,The mink near the tables behind the houses,The mink near the tables behind the houses settles,The mink near the tables behind the houses settle,10
2255,verb,2,sg,target_verb_num_sg_att2_pl,gnu,coils,The gnu outside the crates opposite the baskets,The gnu outside the crates opposite the baskets coils,The gnu outside the crates opposite the baskets coil,10
2256,verb,2,sg,target_verb_num_sg_att2_pl,bobcat,stretches,The bobcat opposite the boxes alongside the walls,The bobcat opposite the boxes alongside the walls stretches,The bobcat opposite the boxes alongside the walls stretch,10
2257,verb,2,sg,target_verb_num_sg_att2_pl,panda,arises,The panda between the stoves atop the cabinets,The panda between the stoves atop the cabinets arises,The panda between the stoves atop the cabinets arise,10
2258,verb,2,sg,target_verb_num_sg_att2_pl,dog,scratches,The dog atop the statues outside the hedges,The dog atop the statues outside the hedges scratches,The dog atop the statues outside the hedges scratch,10
2259,verb,2,pl,target_verb_num_pl_att2_sg,eagles,grip,The eagles beneath the fountain around the column,The eagles beneath the fountain around the column grip,The eagles beneath the fountain around the column grips,10
2260,verb,2,pl,target_verb_num_pl_att2_sg,starlings,walk,The starlings above the rock below the lamp,The starlings above the rock below the lamp walk,The starlings above the rock below the lamp walks,10
2261,verb,2,pl,target_verb_num_pl_att2_sg,gooses,stay,The gooses past the cottage under the garage,The gooses past the cottage under the garage stay,The gooses past the cottage under the garage stays,10
2262,verb,2,pl,target_verb_num_pl_att2_sg,ibiss,bank,The ibiss beside the pillar past the statue,The ibiss beside the pillar past the statue bank,The ibiss beside the pillar past the statue banks,10
2263,verb,2,sg,target_verb_num_sg_att2_pl,pig,remains,The pig beside the tents past the cottages,The pig beside the tents past the cottages remains,The pig beside the tents past the cottages remain,10
2264,verb,2,pl,target_verb_num_pl_att2_sg,pigeons,run,The pigeons past the sign under the mailbox,The pigeons past the sign under the mailbox run,The pigeons past the sign under the mailbox runs,10
2265,verb,2,sg,target_verb_num_sg_att2_pl,owl,scratches,The owl atop the statues outside the hedges,The owl atop the statues outside the hedges scratches,The owl atop the statues outside the hedges scratch,10
2266,verb,2,pl,target_verb_num_pl_att2_sg,mules,scratch,The mules outside the car opposite the box,The mules outside the car opposite the box scratch,The mules outside the car opposite the box scratches,10
2267,verb,2,sg,target_verb_num_sg_att2_pl,beaver,walks,The beaver above the rocks below the lamps,The beaver above the rocks below the lamps walks,The beaver above the rocks below the lamps walk,10
2268,verb,2,pl,target_verb_num_pl_att2_sg,snails,hop,The snails below the barrel beneath the wagon,The snails below the barrel beneath the wagon hop,The snails below the barrel beneath the wagon hops,10
2269,verb,2,pl,target_verb_num_pl_att2_sg,ponys,hunt,The ponys behind the chimney beside the rooftop,The ponys behind the chimney beside the rooftop hunt,The ponys behind the chimney beside the rooftop hunts,10
2270,verb,2,pl,target_verb_num_pl_att2_sg,jays,curl,The jays opposite the basket alongside the barrel,The jays opposite the basket alongside the barrel curl,The jays opposite the basket alongside the barrel curls,10
2271,verb,2,pl,target_verb_num_pl_att2_sg,buzzards,curl,The buzzards opposite the basket alongside the barrel,The buzzards opposite the basket alongside the barrel curl,The buzzards opposite the basket alongside the barrel curls,10
2272,verb,2,sg,target_verb_num_sg_att2_pl,cod,scratches,The cod opposite the signposts alongside the milestones,The cod opposite the signposts alongside the milestones scratches,The cod opposite the signposts alongside the milestones scratch,10
2273,verb,2,pl,target_verb_num_pl_att2_sg,lobsters,eat,The lobsters under the mailbox by the trough,The lobsters under the mailbox by the trough eat,The lobsters under the mailbox by the trough eats,10
2274,verb,2,pl,target_verb_num_pl_att2_sg,condors,run,The condors under the hedge by the well,The condors under the hedge by the well run,The condors under the hedge by the well runs,10
2275,verb,2,pl,target_verb_num_pl_att2_sg,elks,skip,The elks around the shed between the barn,The elks around the shed between the barn skip,The elks around the shed between the barn skips,10
2276,verb,2,pl,target_verb_num_pl_att2_sg,pelicans,eat,The pelicans under the mailbox by the trough,The pelicans under the mailbox by the trough eat,The pelicans under the mailbox by the trough eats,10
2277,verb,2,pl,target_verb_num_pl_att2_sg,monitors,rush,The monitors opposite the rooftop alongside the awning,The monitors opposite the rooftop alongside the awning rush,The monitors opposite the rooftop alongside the awning rushes,10
2278,verb,2,sg,target_verb_num_sg_att2_pl,horse,stretches,The horse outside the hedges opposite the wells,The horse outside the hedges opposite the wells stretches,The horse outside the hedges opposite the wells stretch,10
2279,verb,2,pl,target_verb_num_pl_att2_sg,colts,skip,The colts beneath the bush around the stump,The colts beneath the bush around the stump skip,The colts beneath the bush around the stump skips,10
2280,verb,2,pl,target_verb_num_pl_att2_sg,sharks,advance,The sharks behind the veranda beside the balcony,The sharks behind the veranda beside the balcony advance,The sharks behind the veranda beside the balcony advances,10
2281,verb,2,sg,target_verb_num_sg_att2_pl,manatee,mounts,The manatee opposite the ponds alongside the bridges,The manatee opposite the ponds alongside the bridges mounts,The manatee opposite the ponds alongside the bridges mount,10
2282,verb,2,pl,target_verb_num_pl_att2_sg,pigs,rise,The pigs between the crib atop the kennel,The pigs between the crib atop the kennel rise,The pigs between the crib atop the kennel rises,10
2283,verb,2,pl,target_verb_num_pl_att2_sg,ticks,wake,The ticks beneath the toolshed around the greenhouse,The ticks beneath the toolshed around the greenhouse wake,The ticks beneath the toolshed around the greenhouse wakes,10
2284,verb,2,sg,target_verb_num_sg_att2_pl,lynx,rocks,The lynx under the gates by the fences,The lynx under the gates by the fences rocks,The lynx under the gates by the fences rock,10
2285,verb,2,pl,target_verb_num_pl_att2_sg,llamas,hop,The llamas beneath the doorway around the threshold,The llamas beneath the doorway around the threshold hop,The llamas beneath the doorway around the threshold hops,10
2286,verb,2,pl,target_verb_num_pl_att2_sg,puffins,stay,The puffins under the wagon by the ladder,The puffins under the wagon by the ladder stay,The puffins under the wagon by the ladder stays,10
2287,verb,2,pl,target_verb_num_pl_att2_sg,jackals,root,The jackals near the mirror behind the clock,The jackals near the mirror behind the clock root,The jackals near the mirror behind the clock roots,10
2288,verb,2,pl,target_verb_num_pl_att2_sg,rams,approach,The rams near the tower behind the cabin,The rams near the tower behind the cabin approach,The rams near the tower behind the cabin approaches,10
2289,verb,2,sg,target_verb_num_sg_att2_pl,gnu,works,The gnu atop the mirrors outside the clocks,The gnu atop the mirrors outside the clocks works,The gnu atop the mirrors outside the clocks work,10
2290,verb,2,pl,target_verb_num_pl_att2_sg,jays,eat,The jays by the well above the stove,The jays by the well above the stove eat,The jays by the well above the stove eats,10
2291,verb,2,sg,target_verb_num_sg_att2_pl,mamba,pushes,The mamba between the windows atop the doors,The mamba between the windows atop the doors pushes,The mamba between the windows atop the doors push,10
2292,verb,2,pl,target_verb_num_pl_att2_sg,bisons,bound,The bisons behind the house beside the pond,The bisons behind the house beside the pond bound,The bisons behind the house beside the pond bounds,10
2293,verb,2,sg,target_verb_num_sg_att2_pl,walrus,stamps,The walrus below the trees beneath the cars,The walrus below the trees beneath the cars stamps,The walrus below the trees beneath the cars stamp,10
2294,verb,2,sg,target_verb_num_sg_att2_pl,ibis,stamps,The ibis below the trees beneath the cars,The ibis below the trees beneath the cars stamps,The ibis below the trees beneath the cars stamp,10
2295,verb,2,sg,target_verb_num_sg_att2_pl,crab,walks,The crab by the clocks above the vases,The crab by the clocks above the vases walks,The crab by the clocks above the vases walk,10
2296,verb,2,pl,target_verb_num_pl_att2_sg,gnus,wheel,The gnus behind the ladder beside the pillar,The gnus behind the ladder beside the pillar wheel,The gnus behind the ladder beside the pillar wheels,10
2297,verb,2,sg,target_verb_num_sg_att2_pl,penguin,laps,The penguin past the plants under the bushes,The penguin past the plants under the bushes laps,The penguin past the plants under the bushes lap,10
2298,verb,2,pl,target_verb_num_pl_att2_sg,coyotes,stretch,The coyotes opposite the box alongside the wall,The coyotes opposite the box alongside the wall stretch,The coyotes opposite the box alongside the wall stretches,10
2299,verb,2,pl,target_verb_num_pl_att2_sg,lambs,rock,The lambs past the stool under the mirror,The lambs past the stool under the mirror rock,The lambs past the stool under the mirror rocks,10
2300,verb,2,pl,target_verb_num_pl_att2_sg,buntings,curl,The buntings opposite the basket alongside the barrel,The buntings opposite the basket alongside the barrel curl,The buntings opposite the basket alongside the barrel curls,10
2301,verb,2,pl,target_verb_num_pl_att2_sg,does,rise,The does between the crib atop the kennel,The does between the crib atop the kennel rise,The does between the crib atop the kennel rises,10
2302,verb,2,sg,target_verb_num_sg_att2_pl,ibex,trails,The ibex below the carts beneath the benches,The ibex below the carts beneath the benches trails,The ibex below the carts beneath the benches trail,10
2303,verb,2,pl,target_verb_num_pl_att2_sg,okapis,rest,The okapis alongside the plant near the bush,The okapis alongside the plant near the bush rest,The okapis alongside the plant near the bush rests,10
2304,verb,2,sg,target_verb_num_sg_att2_pl,wombat,nods,The wombat by the fences above the rocks,The wombat by the fences above the rocks nods,The wombat by the fences above the rocks nod,10
2305,verb,2,pl,target_verb_num_pl_att2_sg,voles,dive,The voles atop the tree outside the car,The voles atop the tree outside the car dive,The voles atop the tree outside the car dives,10
2306,verb,2,pl,target_verb_num_pl_att2_sg,martens,stretch,The martens opposite the box alongside the wall,The martens opposite the box alongside the wall stretch,The martens opposite the box alongside the wall stretches,10
2307,verb,2,sg,target_verb_num_sg_att2_pl,vulture,curls,The vulture opposite the baskets alongside the barrels,The vulture opposite the baskets alongside the barrels curls,The vulture opposite the baskets alongside the barrels curl,10
2308,verb,2,sg,target_verb_num_sg_att2_pl,cricket,grips,The cricket beneath the fountains around the columns,The cricket beneath the fountains around the columns grips,The cricket beneath the fountains around the columns grip,10
2309,verb,2,pl,target_verb_num_pl_att2_sg,ravens,track,The ravens above the barn below the cart,The ravens above the barn below the cart track,The ravens above the barn below the cart tracks,10
2310,verb,2,pl,target_verb_num_pl_att2_sg,basss,wait,The basss outside the lantern opposite the bucket,The basss outside the lantern opposite the bucket wait,The basss outside the lantern opposite the bucket waits,10
2311,verb,2,sg,target_verb_num_sg_att2_pl,wallaby,claws,The wallaby past the lamps under the chairs,The wallaby past the lamps under the chairs claws,The wallaby past the lamps under the chairs claw,10
2312,verb,2,pl,target_verb_num_pl_att2_sg,turkeys,run,The turkeys past the sign under the mailbox,The turkeys past the sign under the mailbox run,The turkeys past the sign under the mailbox runs,10
2313,verb,2,sg,target_verb_num_sg_att2_pl,falcon,rocks,The falcon under the gates by the fences,The falcon under the gates by the fences rocks,The falcon under the gates by the fences rock,10
2314,verb,2,sg,target_verb_num_sg_att2_pl,boa,drinks,The boa by the sheds above the barns,The boa by the sheds above the barns drinks,The boa by the sheds above the barns drink,10
2315,verb,2,sg,target_verb_num_sg_att2_pl,goat,remains,The goat beside the tents past the cottages,The goat beside the tents past the cottages remains,The goat beside the tents past the cottages remain,10
2316,verb,2,pl,target_verb_num_pl_att2_sg,zebras,reel,The zebras below the statue beneath the hedge,The zebras below the statue beneath the hedge reel,The zebras below the statue beneath the hedge reels,10
2317,verb,2,sg,target_verb_num_sg_att2_pl,condor,scales,The condor alongside the bridges near the gates,The condor alongside the bridges near the gates scales,The condor alongside the bridges near the gates scale,10
2318,verb,2,sg,target_verb_num_sg_att2_pl,falcon,bolts,The falcon beneath the chairs around the sheds,The falcon beneath the chairs around the sheds bolts,The falcon beneath the chairs around the sheds bolt,10
2319,verb,2,pl,target_verb_num_pl_att2_sg,skinks,lap,The skinks under the chair by the shed,The skinks under the chair by the shed lap,The skinks under the chair by the shed laps,10
2320,verb,2,pl,target_verb_num_pl_att2_sg,rattlers,rise,The rattlers outside the house opposite the pond,The rattlers outside the house opposite the pond rise,The rattlers outside the house opposite the pond rises,10
2321,verb,2,pl,target_verb_num_pl_att2_sg,oysters,wait,The oysters outside the lantern opposite the bucket,The oysters outside the lantern opposite the bucket wait,The oysters outside the lantern opposite the bucket waits,10
2322,verb,2,pl,target_verb_num_pl_att2_sg,sows,scale,The sows outside the coop opposite the hive,The sows outside the coop opposite the hive scale,The sows outside the coop opposite the hive scales,10
2323,verb,2,pl,target_verb_num_pl_att2_sg,skinks,twist,The skinks atop the door outside the crate,The skinks atop the door outside the crate twist,The skinks atop the door outside the crate twists,10
2324,verb,2,sg,target_verb_num_sg_att2_pl,ibis,roots,The ibis behind the fences beside the rocks,The ibis behind the fences beside the rocks roots,The ibis behind the fences beside the rocks root,10
2325,verb,2,pl,target_verb_num_pl_att2_sg,numbats,work,The numbats atop the mirror outside the clock,The numbats atop the mirror outside the clock work,The numbats atop the mirror outside the clock works,10
2326,verb,2,pl,target_verb_num_pl_att2_sg,warblers,trail,The warblers below the cart beneath the bench,The warblers below the cart beneath the bench trail,The warblers below the cart beneath the bench trails,10
2327,verb,2,pl,target_verb_num_pl_att2_sg,storks,lap,The storks under the chair by the shed,The storks under the chair by the shed lap,The storks under the chair by the shed laps,10
2328,verb,2,sg,target_verb_num_sg_att2_pl,vulture,rests,The vulture alongside the plants near the bushes,The vulture alongside the plants near the bushes rests,The vulture alongside the plants near the bushes rest,10
2329,verb,2,pl,target_verb_num_pl_att2_sg,midges,grip,The midges beneath the fountain around the column,The midges beneath the fountain around the column grip,The midges beneath the fountain around the column grips,10
2330,verb,2,pl,target_verb_num_pl_att2_sg,barnacles,charge,The barnacles outside the chimney opposite the rooftop,The barnacles outside the chimney opposite the rooftop charge,The barnacles outside the chimney opposite the rooftop charges,10
2331,verb,2,sg,target_verb_num_sg_att2_pl,hamster,scratches,The hamster outside the cars opposite the boxes,The hamster outside the cars opposite the boxes scratches,The hamster outside the cars opposite the boxes scratch,10
2332,verb,2,pl,target_verb_num_pl_att2_sg,gnus,rest,The gnus alongside the plant near the bush,The gnus alongside the plant near the bush rest,The gnus alongside the plant near the bush rests,10
2333,verb,2,sg,target_verb_num_sg_att2_pl,buzzard,mounts,The buzzard opposite the ponds alongside the bridges,The buzzard opposite the ponds alongside the bridges mounts,The buzzard opposite the ponds alongside the bridges mount,10
2334,verb,2,pl,target_verb_num_pl_att2_sg,ladybugs,track,The ladybugs by the stump above the log,The ladybugs by the stump above the log track,The ladybugs by the stump above the log tracks,10
2335,verb,2,pl,target_verb_num_pl_att2_sg,drakes,remain,The drakes beside the tent past the cottage,The drakes beside the tent past the cottage remain,The drakes beside the tent past the cottage remains,10
2336,verb,2,pl,target_verb_num_pl_att2_sg,spiders,rise,The spiders between the crib atop the kennel,The spiders between the crib atop the kennel rise,The spiders between the crib atop the kennel rises,10
2337,verb,2,pl,target_verb_num_pl_att2_sg,spiders,feed,The spiders beside the rooftop past the awning,The spiders beside the rooftop past the awning feed,The spiders beside the rooftop past the awning feeds,10
2338,verb,2,sg,target_verb_num_sg_att2_pl,jaguar,rocks,The jaguar under the gates by the fences,The jaguar under the gates by the fences rocks,The jaguar under the gates by the fences rock,10
2339,verb,2,sg,target_verb_num_sg_att2_pl,goose,marches,The goose above the vases below the plants,The goose above the vases below the plants marches,The goose above the vases below the plants march,10
2340,verb,2,pl,target_verb_num_pl_att2_sg,sharks,walk,The sharks below the railing beneath the banister,The sharks below the railing beneath the banister walk,The sharks below the railing beneath the banister walks,10
2341,verb,2,pl,target_verb_num_pl_att2_sg,jackals,rise,The jackals atop the cabinet outside the desk,The jackals atop the cabinet outside the desk rise,The jackals atop the cabinet outside the desk rises,10
2342,verb,2,pl,target_verb_num_pl_att2_sg,prawns,jump,The prawns beside the pole past the sign,The prawns beside the pole past the sign jump,The prawns beside the pole past the sign jumps,10
2343,verb,2,pl,target_verb_num_pl_att2_sg,magpies,rock,The magpies under the gate by the fence,The magpies under the gate by the fence rock,The magpies under the gate by the fence rocks,10
2344,verb,2,sg,target_verb_num_sg_att2_pl,hen,scratches,The hen atop the statues outside the hedges,The hen atop the statues outside the hedges scratches,The hen atop the statues outside the hedges scratch,10
2345,verb,2,pl,target_verb_num_pl_att2_sg,beetles,float,The beetles above the balcony below the staircase,The beetles above the balcony below the staircase float,The beetles above the balcony below the staircase floats,10
2346,verb,2,pl,target_verb_num_pl_att2_sg,quolls,wait,The quolls opposite the vase alongside the plant,The quolls opposite the vase alongside the plant wait,The quolls opposite the vase alongside the plant waits,10
2347,verb,2,sg,target_verb_num_sg_att2_pl,gerbil,charges,The gerbil atop the carts outside the benches,The gerbil atop the carts outside the benches charges,The gerbil atop the carts outside the benches charge,10
2348,verb,2,pl,target_verb_num_pl_att2_sg,squirrels,pause,The squirrels alongside the wall near the table,The squirrels alongside the wall near the table pause,The squirrels alongside the wall near the table pauses,10
2349,verb,2,sg,target_verb_num_sg_att2_pl,hedgehog,scratches,The hedgehog outside the cars opposite the boxes,The hedgehog outside the cars opposite the boxes scratches,The hedgehog outside the cars opposite the boxes scratch,10
2350,verb,2,pl,target_verb_num_pl_att2_sg,storks,tunnel,The storks near the gate behind the fence,The storks near the gate behind the fence tunnel,The storks near the gate behind the fence tunnels,10
2351,verb,2,pl,target_verb_num_pl_att2_sg,cougars,lap,The cougars past the plant under the bush,The cougars past the plant under the bush lap,The cougars past the plant under the bush laps,10
2352,verb,2,pl,target_verb_num_pl_att2_sg,magpies,stamp,The magpies above the pillar below the statue,The magpies above the pillar below the statue stamp,The magpies above the pillar below the statue stamps,10
